"year","rank","movie","tconst","distributor","theaters","gross","totalgross","releasedate","name","nconst","ordering","category","gender","ethnicity","isomerism","orientation","disability"
2018,29,"Spider-Man: Into the Spider-Verse","tt4633694","Sony Pictures Releasing",3813,108146445,190241310,"Dec 14","Peter Ramsey","nm0709056",6,"director","man","black","cis","straight","nondisabled"
2018,29,"Spider-Man: Into the Spider-Verse","tt4633694","Sony Pictures Releasing",3813,108146445,190241310,"Dec 14","Rodney Rothman","nm0745247",7,"director","man","white","cis","straight","nondisabled"
2018,29,"Spider-Man: Into the Spider-Verse","tt4633694","Sony Pictures Releasing",3813,108146445,190241310,"Dec 14","Phil Lord","nm0520488",8,"writer","man","white","cis","straight","nondisabled"
2018,29,"Spider-Man: Into the Spider-Verse","tt4633694","Sony Pictures Releasing",3813,108146445,190241310,"Dec 14","Avi Arad","nm0032696",9,"producer","man","white","cis","straight","nondisabled"
2018,29,"Spider-Man: Into the Spider-Verse","tt4633694","Sony Pictures Releasing",3813,108146445,190241310,"Dec 14","Christopher Miller","nm0588087",10,"producer","man","white","cis","straight","nondisabled"
2018,30,"Mary Poppins Returns","tt5028340","Walt Disney Studios Motion Pictures",4090,105930461,171958438,"Dec 19","Emily Blunt","nm1289434",1,"actor","woman","white","cis","straight","nondisabled"
2018,30,"Mary Poppins Returns","tt5028340","Walt Disney Studios Motion Pictures",4090,105930461,171958438,"Dec 19","Lin-Manuel Miranda","nm0592135",2,"actor","man","latinx","cis","straight","nondisabled"
2018,30,"Mary Poppins Returns","tt5028340","Walt Disney Studios Motion Pictures",4090,105930461,171958438,"Dec 19","Ben Whishaw","nm0924210",3,"actor","man","white","cis","lgb","nondisabled"
2018,30,"Mary Poppins Returns","tt5028340","Walt Disney Studios Motion Pictures",4090,105930461,171958438,"Dec 19","Emily Mortimer","nm0607865",4,"actor","woman","white","cis","straight","nondisabled"
2018,30,"Mary Poppins Returns","tt5028340","Walt Disney Studios Motion Pictures",4090,105930461,171958438,"Dec 19","Rob Marshall","nm0551128",5,"director","man","white","cis","lgb","nondisabled"
2018,30,"Mary Poppins Returns","tt5028340","Walt Disney Studios Motion Pictures",4090,105930461,171958438,"Dec 19","P.L. Travers","nm0871308",6,"writer","woman","white","cis","straight","nondisabled"
2018,30,"Mary Poppins Returns","tt5028340","Walt Disney Studios Motion Pictures",4090,105930461,171958438,"Dec 19","David Magee","nm1341735",7,"writer","man","white","cis","straight","nondisabled"
2018,30,"Mary Poppins Returns","tt5028340","Walt Disney Studios Motion Pictures",4090,105930461,171958438,"Dec 19","John DeLuca","nm0217896",8,"writer","man","white","cis","straight","nondisabled"
2018,30,"Mary Poppins Returns","tt5028340","Walt Disney Studios Motion Pictures",4090,105930461,171958438,"Dec 19","Marc Platt","nm0686887",9,"producer","man","white","cis","straight","nondisabled"
2018,30,"Mary Poppins Returns","tt5028340","Walt Disney Studios Motion Pictures",4090,105930461,171958438,"Dec 19","Marc Shaiman","nm0003299",10,"composer","man","white","cis","lgb","nondisabled"
2018,31,"Star Wars: Episode VIII - The Last Jedi","tt2527336","Walt Disney Studios Motion Pictures",4232,102963014,620181382,"Dec 15","Daisy Ridley","nm5397459",1,"actor","woman","white","cis","straight","nondisabled"
2018,31,"Star Wars: Episode VIII - The Last Jedi","tt2527336","Walt Disney Studios Motion Pictures",4232,102963014,620181382,"Dec 15","John Boyega","nm3915784",2,"actor","man","black","cis","straight","nondisabled"
2018,31,"Star Wars: Episode VIII - The Last Jedi","tt2527336","Walt Disney Studios Motion Pictures",4232,102963014,620181382,"Dec 15","Mark Hamill","nm0000434",3,"actor","man","white","cis","straight","nondisabled"
2018,31,"Star Wars: Episode VIII - The Last Jedi","tt2527336","Walt Disney Studios Motion Pictures",4232,102963014,620181382,"Dec 15","Carrie Fisher","nm0000402",4,"actor","woman","white","cis","straight","nondisabled"
2018,31,"Star Wars: Episode VIII - The Last Jedi","tt2527336","Walt Disney Studios Motion Pictures",4232,102963014,620181382,"Dec 15","Rian Johnson","nm0426059",5,"director","man","white","cis","straight","nondisabled"
2018,31,"Star Wars: Episode VIII - The Last Jedi","tt2527336","Walt Disney Studios Motion Pictures",4232,102963014,620181382,"Dec 15","George Lucas","nm0000184",6,"writer","man","white","cis","straight","nondisabled"
2018,31,"Star Wars: Episode VIII - The Last Jedi","tt2527336","Walt Disney Studios Motion Pictures",4232,102963014,620181382,"Dec 15","Ram Bergman","nm0074851",7,"producer","man","middleeastern","cis","straight","nondisabled"
2018,31,"Star Wars: Episode VIII - The Last Jedi","tt2527336","Walt Disney Studios Motion Pictures",4232,102963014,620181382,"Dec 15","Kathleen Kennedy","nm0005086",8,"producer","woman","white","cis","straight","nondisabled"
2018,31,"Star Wars: Episode VIII - The Last Jedi","tt2527336","Walt Disney Studios Motion Pictures",4232,102963014,620181382,"Dec 15","John Williams","nm0002354",9,"composer","man","white","cis","straight","nondisabled"
2018,31,"Star Wars: Episode VIII - The Last Jedi","tt2527336","Walt Disney Studios Motion Pictures",4232,102963014,620181382,"Dec 15","Steve Yedlin","nm0006911",10,"cinematographer","man","white","cis","straight","nondisabled"
2018,32,"The Equalizer 2","tt3766354","Sony Pictures Releasing",3388,102084362,102084362,"Jul 20","Denzel Washington","nm0000243",1,"actor","man","black","cis","straight","nondisabled"
2018,32,"The Equalizer 2","tt3766354","Sony Pictures Releasing",3388,102084362,102084362,"Jul 20","Pedro Pascal","nm0050959",2,"actor","man","latinx","cis","straight","nondisabled"
2018,32,"The Equalizer 2","tt3766354","Sony Pictures Releasing",3388,102084362,102084362,"Jul 20","Ashton Sanders","nm5480894",3,"actor","man","black","cis","NA","nondisabled"
2018,32,"The Equalizer 2","tt3766354","Sony Pictures Releasing",3388,102084362,102084362,"Jul 20","Orson Bean","nm0004730",4,"actor","man","white","cis","straight","nondisabled"
2018,32,"The Equalizer 2","tt3766354","Sony Pictures Releasing",3388,102084362,102084362,"Jul 20","Antoine Fuqua","nm0298807",5,"director","man","black","cis","straight","nondisabled"
2018,32,"The Equalizer 2","tt3766354","Sony Pictures Releasing",3388,102084362,102084362,"Jul 20","Richard Wenk","nm0921013",6,"writer","man","white","cis","NA","nondisabled"
2018,32,"The Equalizer 2","tt3766354","Sony Pictures Releasing",3388,102084362,102084362,"Jul 20","Michael Sloan","nm0805994",7,"writer","man","white","cis","straight","nondisabled"
2018,32,"The Equalizer 2","tt3766354","Sony Pictures Releasing",3388,102084362,102084362,"Jul 20","Richard Lindheim","nm2030456",8,"writer","man","white","cis","straight","nondisabled"
2018,32,"The Equalizer 2","tt3766354","Sony Pictures Releasing",3388,102084362,102084362,"Jul 20","Todd Black","nm0085542",9,"producer","man","white","cis","straight","nondisabled"
2018,32,"The Equalizer 2","tt3766354","Sony Pictures Releasing",3388,102084362,102084362,"Jul 20","Jason Blumenthal","nm0089820",10,"producer","man","white","cis","straight","nondisabled"
2018,33,"Rampage","tt2231461","Warner Bros.",4115,101028233,101028233,"Apr 13","Dwayne Johnson","nm0425005",1,"actor","man","black","cis","straight","nondisabled"
2018,33,"Rampage","tt2231461","Warner Bros.",4115,101028233,101028233,"Apr 13","Naomie Harris","nm0365140",2,"actor","woman","black","cis","straight","nondisabled"
2018,33,"Rampage","tt2231461","Warner Bros.",4115,101028233,101028233,"Apr 13","Malin Akerman","nm0015196",3,"actor","woman","white","cis","straight","nondisabled"
2018,33,"Rampage","tt2231461","Warner Bros.",4115,101028233,101028233,"Apr 13","Jeffrey Dean Morgan","nm0604742",4,"actor","man","white","cis","straight","nondisabled"
2018,33,"Rampage","tt2231461","Warner Bros.",4115,101028233,101028233,"Apr 13","Brad Peyton","nm0679031",5,"director","man","white","cis","straight","nondisabled"
2018,33,"Rampage","tt2231461","Warner Bros.",4115,101028233,101028233,"Apr 13","Ryan Engle","nm0257513",6,"writer","man","white","cis","straight","nondisabled"
2018,33,"Rampage","tt2231461","Warner Bros.",4115,101028233,101028233,"Apr 13","Carlton Cuse","nm0193681",7,"writer","man","white","cis","straight","nondisabled"
2018,33,"Rampage","tt2231461","Warner Bros.",4115,101028233,101028233,"Apr 13","Ryan J. Condal","nm2952284",8,"writer","man","white","cis","straight","nondisabled"
2018,33,"Rampage","tt2231461","Warner Bros.",4115,101028233,101028233,"Apr 13","Adam Sztykiel","nm1186373",9,"writer","man","white","cis","straight","nondisabled"
2018,33,"Rampage","tt2231461","Warner Bros.",4115,101028233,101028233,"Apr 13","Beau Flynn","nm0004927",10,"producer","man","white","cis","straight","nondisabled"
2018,34,"A Wrinkle in Time","tt1620680","Walt Disney Studios Motion Pictures",3980,100478608,100478608,"Mar 9","Storm Reid","nm4977564",1,"actor","woman","black","cis","straight","nondisabled"
2018,34,"A Wrinkle in Time","tt1620680","Walt Disney Studios Motion Pictures",3980,100478608,100478608,"Mar 9","Oprah Winfrey","nm0001856",2,"actor","woman","black","cis","straight","nondisabled"
2018,34,"A Wrinkle in Time","tt1620680","Walt Disney Studios Motion Pictures",3980,100478608,100478608,"Mar 9","Reese Witherspoon","nm0000702",3,"actor","woman","white","cis","straight","nondisabled"
2018,34,"A Wrinkle in Time","tt1620680","Walt Disney Studios Motion Pictures",3980,100478608,100478608,"Mar 9","Mindy Kaling","nm1411676",4,"actor","woman","asian","cis","straight","nondisabled"
2018,34,"A Wrinkle in Time","tt1620680","Walt Disney Studios Motion Pictures",3980,100478608,100478608,"Mar 9","Ava DuVernay","nm1148550",5,"director","woman","black","cis","straight","nondisabled"
2018,34,"A Wrinkle in Time","tt1620680","Walt Disney Studios Motion Pictures",3980,100478608,100478608,"Mar 9","Jennifer Lee","nm1601644",6,"writer","woman","white","cis","straight","nondisabled"
2018,34,"A Wrinkle in Time","tt1620680","Walt Disney Studios Motion Pictures",3980,100478608,100478608,"Mar 9","Jeff Stockwell","nm0830969",7,"writer","man","white","cis","NA","nondisabled"
2018,34,"A Wrinkle in Time","tt1620680","Walt Disney Studios Motion Pictures",3980,100478608,100478608,"Mar 9","Madeleine L'Engle","nm0478291",8,"writer","woman","white","cis","straight","nondisabled"
2018,34,"A Wrinkle in Time","tt1620680","Walt Disney Studios Motion Pictures",3980,100478608,100478608,"Mar 9","Catherine Hand","nm1034870",9,"producer","woman","white","cis","straight","nondisabled"
2018,34,"A Wrinkle in Time","tt1620680","Walt Disney Studios Motion Pictures",3980,100478608,100478608,"Mar 9","Jim Whitaker","nm0924270",10,"producer","man","white","cis","straight","nondisabled"
2018,35,"Fifty Shades Freed","tt4477536","Universal Pictures",3768,100407760,100407760,"Feb 9","Dakota Johnson","nm0424848",1,"actor","woman","white","cis","straight","nondisabled"
2018,35,"Fifty Shades Freed","tt4477536","Universal Pictures",3768,100407760,100407760,"Feb 9","Jamie Dornan","nm1946193",2,"actor","man","white","cis","straight","nondisabled"
2018,35,"Fifty Shades Freed","tt4477536","Universal Pictures",3768,100407760,100407760,"Feb 9","Eric Johnson","nm0425053",3,"actor","man","white","cis","straight","nondisabled"
2018,35,"Fifty Shades Freed","tt4477536","Universal Pictures",3768,100407760,100407760,"Feb 9","Eloise Mumford","nm3037833",4,"actor","woman","white","cis","straight","nondisabled"
2018,35,"Fifty Shades Freed","tt4477536","Universal Pictures",3768,100407760,100407760,"Feb 9","James Foley","nm0001226",5,"director","man","white","cis","straight","nondisabled"
2018,35,"Fifty Shades Freed","tt4477536","Universal Pictures",3768,100407760,100407760,"Feb 9","Niall Leonard","nm0502727",6,"writer","man","white","cis","straight","nondisabled"
2018,35,"Fifty Shades Freed","tt4477536","Universal Pictures",3768,100407760,100407760,"Feb 9","E.L. James","nm1093317",7,"writer","woman","white","cis","straight","nondisabled"
2018,35,"Fifty Shades Freed","tt4477536","Universal Pictures",3768,100407760,100407760,"Feb 9","Dana Brunetti","nm0116232",8,"producer","man","white","cis","straight","nondisabled"
2018,35,"Fifty Shades Freed","tt4477536","Universal Pictures",3768,100407760,100407760,"Feb 9","Michael De Luca","nm0006894",9,"producer","man","white","cis","straight","nondisabled"
2018,35,"Fifty Shades Freed","tt4477536","Universal Pictures",3768,100407760,100407760,"Feb 9","Marcus Viscidi","nm0899553",10,"producer","man","white","cis","straight","nondisabled"
2018,36,"Christopher Robin","tt4575576","Walt Disney Studios Motion Pictures",3602,99215042,99215042,"Aug 3","Ewan McGregor","nm0000191",1,"actor","man","white","cis","straight","nondisabled"
2018,36,"Christopher Robin","tt4575576","Walt Disney Studios Motion Pictures",3602,99215042,99215042,"Aug 3","Hayley Atwell","nm2017943",2,"actor","woman","white","cis","straight","nondisabled"
2018,36,"Christopher Robin","tt4575576","Walt Disney Studios Motion Pictures",3602,99215042,99215042,"Aug 3","Bronte Carmichael","nm6432607",3,"actor","woman","white","cis","NA","nondisabled"
2018,36,"Christopher Robin","tt4575576","Walt Disney Studios Motion Pictures",3602,99215042,99215042,"Aug 3","Mark Gatiss","nm0309693",4,"actor","man","white","cis","lgb","nondisabled"
2018,36,"Christopher Robin","tt4575576","Walt Disney Studios Motion Pictures",3602,99215042,99215042,"Aug 3","Marc Forster","nm0286975",5,"director","man","white","cis","straight","nondisabled"
2018,36,"Christopher Robin","tt4575576","Walt Disney Studios Motion Pictures",3602,99215042,99215042,"Aug 3","A.A. Milne","nm0590316",6,"writer","man","white","cis","straight","nondisabled"
2018,36,"Christopher Robin","tt4575576","Walt Disney Studios Motion Pictures",3602,99215042,99215042,"Aug 3","Ernest Shepard","nm0791615",7,"writer","man","white","cis","straight","nondisabled"
2018,36,"Christopher Robin","tt4575576","Walt Disney Studios Motion Pictures",3602,99215042,99215042,"Aug 3","Alex Ross Perry","nm3504405",8,"writer","man","white","cis","straight","nondisabled"
2018,36,"Christopher Robin","tt4575576","Walt Disney Studios Motion Pictures",3602,99215042,99215042,"Aug 3","Tom McCarthy","nm0565336",9,"writer","man","white","cis","straight","nondisabled"
2018,36,"Christopher Robin","tt4575576","Walt Disney Studios Motion Pictures",3602,99215042,99215042,"Aug 3","Allison Schroeder","nm2284377",10,"writer","woman","white","cis","straight","nondisabled"
2018,37,"I Can Only Imagine","tt6450186","Roadside Attractions",2894,83482352,83482352,"Mar 16","J. Michael Finley","nm8722479",1,"actor","man","white","cis","straight","nondisabled"
2018,37,"I Can Only Imagine","tt6450186","Roadside Attractions",2894,83482352,83482352,"Mar 16","Madeline Carroll","nm1630992",2,"actor","woman","white","cis","straight","nondisabled"
2018,37,"I Can Only Imagine","tt6450186","Roadside Attractions",2894,83482352,83482352,"Mar 16","Dennis Quaid","nm0000598",3,"actor","man","white","cis","straight","nondisabled"
2018,37,"I Can Only Imagine","tt6450186","Roadside Attractions",2894,83482352,83482352,"Mar 16","Trace Adkins","nm0012081",4,"actor","man","white","cis","straight","nondisabled"
2018,37,"I Can Only Imagine","tt6450186","Roadside Attractions",2894,83482352,83482352,"Mar 16","Andrew Erwin","nm3401779",5,"director","man","white","cis","straight","nondisabled"
2018,37,"I Can Only Imagine","tt6450186","Roadside Attractions",2894,83482352,83482352,"Mar 16","Jon Erwin","nm2296528",6,"director","man","white","cis","straight","nondisabled"
2018,37,"I Can Only Imagine","tt6450186","Roadside Attractions",2894,83482352,83482352,"Mar 16","Bart Millard","nm7237147",7,"writer","man","white","cis","straight","nondisabled"
2018,37,"I Can Only Imagine","tt6450186","Roadside Attractions",2894,83482352,83482352,"Mar 16","Brent McCorkle","nm3634546",8,"writer","man","white","cis","straight","nondisabled"
2018,37,"I Can Only Imagine","tt6450186","Roadside Attractions",2894,83482352,83482352,"Mar 16","Alex Cramer","nm6804524",9,"writer","man","white","cis","NA","nondisabled"
2018,37,"I Can Only Imagine","tt6450186","Roadside Attractions",2894,83482352,83482352,"Mar 16","Cindy Bond","nm0093906",10,"producer","woman","white","cis","straight","nondisabled"
2018,38,"Smallfoot","tt6182908","Warner Bros.",4131,82976621,83240103,"Sep 28","Channing Tatum","nm1475594",1,"actor","man","white","cis","straight","nondisabled"
2018,38,"Smallfoot","tt6182908","Warner Bros.",4131,82976621,83240103,"Sep 28","James Corden","nm0179479",2,"actor","man","white","cis","straight","nondisabled"
2018,38,"Smallfoot","tt6182908","Warner Bros.",4131,82976621,83240103,"Sep 28","Zendaya","nm3918035",3,"actor","woman","black","cis","straight","nondisabled"
2018,38,"Smallfoot","tt6182908","Warner Bros.",4131,82976621,83240103,"Sep 28","Common","nm0996669",4,"actor","man","black","cis","straight","nondisabled"
2018,38,"Smallfoot","tt6182908","Warner Bros.",4131,82976621,83240103,"Sep 28","Karey Kirkpatrick","nm0456732",5,"director","man","white","cis","straight","nondisabled"
2018,38,"Smallfoot","tt6182908","Warner Bros.",4131,82976621,83240103,"Sep 28","Jason Reisig","nm1134222",6,"director","man","white","cis","straight","nondisabled"
2018,38,"Smallfoot","tt6182908","Warner Bros.",4131,82976621,83240103,"Sep 28","Clare Sera","nm0784771",7,"writer","woman","white","cis","straight","nondisabled"
2018,38,"Smallfoot","tt6182908","Warner Bros.",4131,82976621,83240103,"Sep 28","John Requa","nm0720135",8,"writer","man","white","cis","lgb","nondisabled"
2018,38,"Smallfoot","tt6182908","Warner Bros.",4131,82976621,83240103,"Sep 28","Glenn Ficarra","nm0275629",9,"writer","man","white","cis","NA","nondisabled"
2018,38,"Smallfoot","tt6182908","Warner Bros.",4131,82976621,83240103,"Sep 28","Sergio Pablos","nm0655053",10,"writer","man","white","cis","straight","nondisabled"
2018,39,"The Post","tt6294822","Twentieth Century Fox",2851,80143337,81903458,"Dec 22","Meryl Streep","nm0000658",1,"actor","woman","white","cis","straight","nondisabled"
2018,39,"The Post","tt6294822","Twentieth Century Fox",2851,80143337,81903458,"Dec 22","Tom Hanks","nm0000158",2,"actor","man","white","cis","straight","nondisabled"
2018,39,"The Post","tt6294822","Twentieth Century Fox",2851,80143337,81903458,"Dec 22","Sarah Paulson","nm0005299",3,"actor","woman","white","cis","lgb","nondisabled"
2018,39,"The Post","tt6294822","Twentieth Century Fox",2851,80143337,81903458,"Dec 22","Bob Odenkirk","nm0644022",4,"actor","man","white","cis","straight","nondisabled"
2018,39,"The Post","tt6294822","Twentieth Century Fox",2851,80143337,81903458,"Dec 22","Steven Spielberg","nm0000229",5,"director","man","white","cis","straight","nondisabled"
2018,39,"The Post","tt6294822","Twentieth Century Fox",2851,80143337,81903458,"Dec 22","Liz Hannah","nm2176283",6,"writer","woman","white","cis","straight","nondisabled"
2018,39,"The Post","tt6294822","Twentieth Century Fox",2851,80143337,81903458,"Dec 22","Josh Singer","nm1802857",7,"writer","man","white","cis","straight","nondisabled"
2018,39,"The Post","tt6294822","Twentieth Century Fox",2851,80143337,81903458,"Dec 22","Kristie Macosko Krieger","nm1069736",8,"producer","woman","white","cis","straight","nondisabled"
2018,39,"The Post","tt6294822","Twentieth Century Fox",2851,80143337,81903458,"Dec 22","Amy Pascal","nm1166871",9,"producer","woman","white","cis","straight","nondisabled"
2018,39,"The Post","tt6294822","Twentieth Century Fox",2851,80143337,81903458,"Dec 22","John Williams","nm0002354",10,"composer","man","white","cis","straight","nondisabled"
2018,40,"Night School","tt6781982","Universal Pictures",3019,77316580,77339130,"Sep 28","Kevin Hart","nm0366389",1,"actor","man","black","cis","straight","nondisabled"
2018,40,"Night School","tt6781982","Universal Pictures",3019,77316580,77339130,"Sep 28","Tiffany Haddish","nm1840504",2,"actor","woman","black","cis","straight","nondisabled"
2018,40,"Night School","tt6781982","Universal Pictures",3019,77316580,77339130,"Sep 28","Rob Riggle","nm1443527",3,"actor","man","white","cis","straight","nondisabled"
2018,40,"Night School","tt6781982","Universal Pictures",3019,77316580,77339130,"Sep 28","Romany Malco","nm0539082",4,"actor","man","black","cis","straight","nondisabled"
2018,40,"Night School","tt6781982","Universal Pictures",3019,77316580,77339130,"Sep 28","Malcolm D. Lee","nm0002700",5,"director","man","black","cis","straight","nondisabled"
2018,40,"Night School","tt6781982","Universal Pictures",3019,77316580,77339130,"Sep 28","Harry Ratchford","nm5183398",6,"writer","man","black","cis","straight","nondisabled"
2018,40,"Night School","tt6781982","Universal Pictures",3019,77316580,77339130,"Sep 28","Joey Wells","nm1830312",7,"writer","man","black","cis","straight","nondisabled"
2018,40,"Night School","tt6781982","Universal Pictures",3019,77316580,77339130,"Sep 28","Matthew Kellard","nm4002545",8,"writer","man","white","cis","lgb","nondisabled"
2018,40,"Night School","tt6781982","Universal Pictures",3019,77316580,77339130,"Sep 28","Nicholas Stoller","nm0831557",9,"writer","man","white","cis","straight","nondisabled"
2018,40,"Night School","tt6781982","Universal Pictures",3019,77316580,77339130,"Sep 28","John Hamburg","nm0357453",10,"writer","man","white","cis","straight","nondisabled"
2018,41,"Bumblebee","tt4701182","Paramount Pictures",3597,71426119,127195589,"Dec 21","Hailee Steinfeld","nm2794962",1,"actor","woman","white","cis","straight","nondisabled"
2018,41,"Bumblebee","tt4701182","Paramount Pictures",3597,71426119,127195589,"Dec 21","Jorge Lendeborg Jr.","nm7449863",2,"actor","man","black","cis","straight","nondisabled"
2018,41,"Bumblebee","tt4701182","Paramount Pictures",3597,71426119,127195589,"Dec 21","John Cena","nm1078479",3,"actor","man","white","cis","straight","nondisabled"
2018,41,"Bumblebee","tt4701182","Paramount Pictures",3597,71426119,127195589,"Dec 21","Jason Drucker","nm6099602",4,"actor","man","white","cis","straight","nondisabled"
2018,41,"Bumblebee","tt4701182","Paramount Pictures",3597,71426119,127195589,"Dec 21","Travis Knight","nm1325899",5,"director","man","white","cis","straight","nondisabled"
2018,41,"Bumblebee","tt4701182","Paramount Pictures",3597,71426119,127195589,"Dec 21","Christina Hodson","nm5429637",6,"writer","woman","white","cis","straight","nondisabled"
2018,41,"Bumblebee","tt4701182","Paramount Pictures",3597,71426119,127195589,"Dec 21","Michael Bay","nm0000881",7,"producer","man","white","cis","straight","nondisabled"
2018,41,"Bumblebee","tt4701182","Paramount Pictures",3597,71426119,127195589,"Dec 21","Tom DeSanto","nm0220892",8,"producer","man","white","cis","straight","nondisabled"
2018,41,"Bumblebee","tt4701182","Paramount Pictures",3597,71426119,127195589,"Dec 21","Lorenzo di Bonaventura","nm0225146",9,"producer","man","white","cis","straight","nondisabled"
2018,41,"Bumblebee","tt4701182","Paramount Pictures",3597,71426119,127195589,"Dec 21","Don Murphy","nm0006613",10,"producer","man","white","cis","straight","nondisabled"
2018,42,"The First Purge","tt6133466","Universal Pictures",3038,69488745,69488745,"Jul 4","Y'lan Noel","nm5002057",1,"actor","man","black","cis","straight","nondisabled"
2018,42,"The First Purge","tt6133466","Universal Pictures",3038,69488745,69488745,"Jul 4","Lex Scott Davis","nm6280112",2,"actor","woman","black","cis","straight","nondisabled"
2018,42,"The First Purge","tt6133466","Universal Pictures",3038,69488745,69488745,"Jul 4","Joivan Wade","nm4725341",3,"actor","man","black","cis","straight","nondisabled"
2018,42,"The First Purge","tt6133466","Universal Pictures",3038,69488745,69488745,"Jul 4","Steve Harris","nm0004996",4,"actor","man","black","cis","straight","nondisabled"
2018,42,"The First Purge","tt6133466","Universal Pictures",3038,69488745,69488745,"Jul 4","Gerard McMurray","nm2618764",5,"director","man","black","cis","straight","nondisabled"
2018,42,"The First Purge","tt6133466","Universal Pictures",3038,69488745,69488745,"Jul 4","James DeMonaco","nm0218621",6,"writer","man","white","cis","straight","nondisabled"
2018,42,"The First Purge","tt6133466","Universal Pictures",3038,69488745,69488745,"Jul 4","Michael Bay","nm0000881",7,"producer","man","white","cis","straight","nondisabled"
2018,42,"The First Purge","tt6133466","Universal Pictures",3038,69488745,69488745,"Jul 4","Jason Blum","nm0089658",8,"producer","man","white","cis","straight","nondisabled"
2018,42,"The First Purge","tt6133466","Universal Pictures",3038,69488745,69488745,"Jul 4","Andrew Form","nm0286320",9,"producer","man","white","cis","straight","nondisabled"
2018,42,"The First Purge","tt6133466","Universal Pictures",3038,69488745,69488745,"Jul 4","Brad Fuller","nm0298181",10,"producer","man","white","cis","straight","nondisabled"
2018,43,"Game Night","tt2704998","Warner Bros.",3502,69179066,69179066,"Feb 23","Jason Bateman","nm0000867",1,"actor","man","white","cis","straight","nondisabled"
2018,43,"Game Night","tt2704998","Warner Bros.",3502,69179066,69179066,"Feb 23","Rachel McAdams","nm1046097",2,"actor","woman","white","cis","straight","nondisabled"
2018,43,"Game Night","tt2704998","Warner Bros.",3502,69179066,69179066,"Feb 23","Kyle Chandler","nm0151419",3,"actor","man","white","cis","straight","nondisabled"
2018,43,"Game Night","tt2704998","Warner Bros.",3502,69179066,69179066,"Feb 23","Sharon Horgan","nm1279721",4,"actor","woman","white","cis","straight","nondisabled"
2018,43,"Game Night","tt2704998","Warner Bros.",3502,69179066,69179066,"Feb 23","John Francis Daley","nm0197855",5,"director","man","white","cis","straight","nondisabled"
2018,43,"Game Night","tt2704998","Warner Bros.",3502,69179066,69179066,"Feb 23","Jonathan Goldstein","nm0326246",6,"director","man","white","cis","straight","nondisabled"
2018,43,"Game Night","tt2704998","Warner Bros.",3502,69179066,69179066,"Feb 23","Mark Perez","nm0991423",7,"writer","man","latinx","cis","straight","nondisabled"
2018,43,"Game Night","tt2704998","Warner Bros.",3502,69179066,69179066,"Feb 23","John Davis","nm0204862",8,"producer","man","white","cis","straight","nondisabled"
2018,43,"Game Night","tt2704998","Warner Bros.",3502,69179066,69179066,"Feb 23","John Fox","nm2470810",9,"producer","man","white","cis","straight","nondisabled"
2018,43,"Game Night","tt2704998","Warner Bros.",3502,69179066,69179066,"Feb 23","James Garavente","nm1907858",10,"producer","man","white","cis","straight","nondisabled"
2018,44,"Book Club","tt6857166","Paramount Pictures",3169,68566296,68566296,"May 18","Diane Keaton","nm0000473",1,"actor","woman","white","cis","straight","nondisabled"
2018,44,"Book Club","tt6857166","Paramount Pictures",3169,68566296,68566296,"May 18","Jane Fonda","nm0000404",2,"actor","woman","white","cis","straight","nondisabled"
2018,44,"Book Club","tt6857166","Paramount Pictures",3169,68566296,68566296,"May 18","Candice Bergen","nm0000298",3,"actor","woman","white","cis","straight","nondisabled"
2018,44,"Book Club","tt6857166","Paramount Pictures",3169,68566296,68566296,"May 18","Mary Steenburgen","nm0005460",4,"actor","woman","white","cis","straight","nondisabled"
2018,44,"Book Club","tt6857166","Paramount Pictures",3169,68566296,68566296,"May 18","Bill Holderman","nm2250139",5,"director","man","white","cis","NA","nondisabled"
2018,44,"Book Club","tt6857166","Paramount Pictures",3169,68566296,68566296,"May 18","Erin Simms","nm0799958",6,"writer","woman","white","cis","straight","nondisabled"
2018,44,"Book Club","tt6857166","Paramount Pictures",3169,68566296,68566296,"May 18","Andrew Duncan","nm5653115",7,"producer","man","white","cis","straight","nondisabled"
2018,44,"Book Club","tt6857166","Paramount Pictures",3169,68566296,68566296,"May 18","Alex Saks","nm3644845",8,"producer","woman","white","cis","NA","nondisabled"
2018,44,"Book Club","tt6857166","Paramount Pictures",3169,68566296,68566296,"May 18","Peter Nashel","nm0621829",9,"composer","man","white","cis","NA","nondisabled"
2018,44,"Book Club","tt6857166","Paramount Pictures",3169,68566296,68566296,"May 18","Andrew Dunn","nm0242491",10,"cinematographer","man","white","cis","straight","nondisabled"
2018,45,"The House with a Clock in Its Walls","tt2119543","Universal Pictures",3592,68536400,68549695,"Sep 21","Jack Black","nm0085312",1,"actor","man","white","cis","straight","nondisabled"
2018,45,"The House with a Clock in Its Walls","tt2119543","Universal Pictures",3592,68536400,68549695,"Sep 21","Cate Blanchett","nm0000949",2,"actor","woman","white","cis","straight","nondisabled"
2018,45,"The House with a Clock in Its Walls","tt2119543","Universal Pictures",3592,68536400,68549695,"Sep 21","Owen Vaccaro","nm6236783",3,"actor","man","white","cis","NA","nondisabled"
2018,45,"The House with a Clock in Its Walls","tt2119543","Universal Pictures",3592,68536400,68549695,"Sep 21","Kyle MacLachlan","nm0001492",4,"actor","man","white","cis","straight","nondisabled"
